,bookname,name
13372,"[5629, 25052, 36253]",13372
13373,"[51283, 16291, 16319, 16217]",13373
13374,"[5095, 16299, 16181, 16339, 1200, 1324, 16253, 2595, 16198, 16271, 2599, 16245, 16308, 1324, 16356, 1206, 16379, 16285, 6202]",13374
13375,"[18855, 2684, 12664]",13375
13376,"[19549, 4736, 4734, 4736, 4739, 4734, 4742]",13376
13377,"[11408, 11409, 11409, 35909]",13377
13378,"[2683, 4739]",13378
13379,"[38702, 3532, 3455, 32020, 32021, 51108, 51109, 51110]",13379
13380,"[4585, 4588, 4583, 4585]",13380
13381,"[4735, 2684, 2686, 37364]",13381
13382,"[12638, 12655, 35888, 4945, 11225, 37516, 12674, 31863, 12644, 12635, 1328, 16347, 4689, 24517, 12655, 32028, 16322, 1410, 16261, 12670]",13382
13383,"[49090, 16339, 19615, 31827, 12634, 12668, 12655, 26294, 16269, 16356, 31825, 16330, 16181, 16198, 1342]",13383
13384,[19048],13384
13385,"[9017, 1371, 36453, 18336, 32028, 32028]",13385
13386,"[4620, 4518]",13386
13387,"[16234, 16217, 16379, 16319, 16245, 16379, 16234]",13387
13388,"[1202, 16283, 16183, 28580, 16283, 16183, 16245, 1202]",13388
13389,"[16197, 5094, 11506, 11503, 30851, 49787, 16206, 29277, 6075, 31834, 12645, 12655]",13389
13390,"[36378, 14778, 27670]",13390
13391,"[28718, 28717, 28716]",13391
13392,"[40327, 50331]",13392
13393,"[26981, 12037, 23431, 53050, 40381, 40382, 23432, 30122, 30123, 31278, 15690]",13393
13394,"[53050, 48763]",13394
13395,"[18069, 37741, 8706, 42201, 50338, 11820, 5019]",13395
13396,"[11919, 40734, 9808, 27044, 22482, 15550, 52290, 44666]",13396
13397,"[12460, 36524, 33494, 32494, 34604, 30060, 37533, 206, 51669, 7797, 15317, 44170, 38540, 8319, 21611, 42685, 13673]",13397
13398,"[48520, 38187, 44854, 49533, 16150, 10520, 48240, 8331, 13395, 11287, 50741]",13398
13399,"[46756, 188, 48240, 5883, 5953, 16634, 22376, 8748, 16634]",13399
13400,"[52279, 52286, 52280, 8842]",13400
13401,"[44665, 50983]",13401
13402,"[52282, 52279, 52283]",13402
13403,"[52278, 52279, 44663]",13403
13404,"[45562, 45419]",13404
13405,"[8200, 11639, 11153, 22388, 16255, 25462, 7250, 2171]",13405
13406,"[26851, 45928, 31673, 44423, 21156, 28408, 35466, 37103, 47908, 48805, 9407]",13406
13407,"[32679, 32680, 44873, 32661, 32662, 40145, 6027, 6024]",13407
13408,"[3205, 3077]",13408
13409,"[23385, 15170, 26967, 28162]",13409
13410,"[46652, 14392]",13410
13411,"[31890, 31890, 51376, 34327, 18950, 20652, 22388, 34326]",13411
13412,"[3613, 7456, 43763, 16613, 1573, 43626, 38917, 2801, 2694, 2692, 39822, 2704, 7507, 43391]",13412
13413,"[25402, 25406]",13413
13414,"[32184, 32120, 14504, 28321, 25879, 465, 22378, 22379]",13414
13415,"[25404, 49239, 25021, 25018, 25405, 43319, 25451, 31906]",13415
13416,"[25305, 31340, 47051, 21868, 41571, 14392, 46652]",13416
13417,"[25302, 25202, 13054, 31908, 25406, 49816, 14504, 18584, 4682, 46651]",13417
13418,"[31902, 41568, 41569, 49807, 13055, 25002]",13418
13419,"[31906, 25529, 31903, 34831, 24219, 44858]",13419
13420,"[31907, 31903, 41571, 13056, 41569]",13420
13421,"[923, 924, 513, 47872]",13421
13422,"[44803, 44805, 44804, 1979, 10975, 52408, 51732, 31789, 8854, 31590, 31817]",13422
13423,[31909],13423
13424,"[31905, 22659, 41571, 41584, 31910]",13424
13425,"[31903, 31903, 31909, 41571]",13425
13426,"[31908, 31903, 31902]",13426
13427,"[22651, 10563, 10568, 10568, 10563, 10571, 35543]",13427
13428,"[25403, 31911, 49811, 25302, 25529, 5927, 5922, 30675]",13428
13429,"[36959, 36960, 36643, 36753]",13429
13430,"[50787, 36663, 20302, 39807, 50783, 50783, 50794, 39807]",13430
13431,"[50768, 50779, 50779, 49086, 50788, 50771, 15406, 36954, 50776]",13431
13432,"[15406, 36942, 36924, 36953, 50788, 46752, 50779]",13432
13433,"[9983, 26966, 43089]",13433
13434,"[50767, 35423, 50771, 36651]",13434
13435,"[35411, 35410, 35413, 35410, 35412, 34779, 31113]",13435
13436,"[35809, 30054, 27565, 25281, 23200, 50784]",13436
13437,"[32462, 32461, 24343, 46269, 46263]",13437
13438,"[15406, 21694]",13438
13439,"[36618, 36824, 50783, 50783, 36619]",13439
13440,"[35829, 35823]",13440
13441,[7159],13441
13442,"[7434, 33674, 7378, 7346, 42429, 7353, 7460, 7503, 40410, 13328, 7378, 7349]",13442
13443,"[16939, 16931, 39689, 16931, 11332, 38912, 38967]",13443
13444,"[49096, 16105, 38739, 42267]",13444
13445,"[4470, 7250, 7289, 5218, 13381, 9290]",13445
13446,"[34955, 51689, 2716, 2815, 26889, 49010, 47551, 43713, 14392, 42267, 499, 49011, 7186, 49013]",13446
13447,"[7266, 7237, 7064, 1633]",13447
13448,"[21783, 29105, 19084, 47301, 2399, 18865, 29121]",13448
13449,"[49170, 49161, 49163, 12028]",13449
13450,"[4019, 42333]",13450
13451,[7846],13451
13452,"[7388, 7364]",13452
13453,"[10799, 3230, 7507, 12179, 1725, 30651]",13453
13454,"[29105, 4326, 23414, 24502, 27380, 22210, 4605, 4646, 18888, 49742, 42364]",13454
13455,"[7388, 7364, 40341, 25652, 7364, 7488]",13455
13456,"[43655, 43711, 7345, 43667, 40523, 2579, 7732, 43668, 7393, 7510, 7351, 7360]",13456
13457,"[7441, 29489, 7438, 3179, 6199, 6250, 29534, 6258, 5611, 5622, 5606, 5630, 5618, 6258, 6199, 5630]",13457
13458,"[29105, 29123, 29110, 29105, 3133, 40523]",13458
13459,"[2880, 4027]",13459
13460,"[1513, 29107, 1512, 19609]",13460
13461,"[47263, 47264, 2510, 8607, 49764, 13988, 14166, 7483, 7490, 7410, 1772]",13461
13462,"[2815, 14180, 29107, 49011, 49012, 49013, 14142]",13462
13463,"[10633, 6083, 7332, 5194, 1512, 6084, 19609, 1513]",13463
13464,"[5598, 3453, 30532, 19816, 19829, 4871, 4872, 5832]",13464
13465,"[14864, 14829, 14849, 14822, 6824, 34137, 34098, 14849, 14822, 14864, 20168, 42692, 10115]",13465
13466,"[14864, 52380, 14819, 14820, 14827, 14829, 14829]",13466
13467,"[26740, 14839, 14916, 15414, 14849, 14841, 6694, 35602, 44586, 6694, 6692, 30793, 10115, 45718, 45730, 1771]",13467
13468,"[19852, 6676, 6640, 19848, 19837, 19978]",13468
13469,"[22665, 14912, 14853, 30844, 34099, 22665, 2168]",13469
13470,"[10115, 14638, 22739, 19855, 6640, 22747, 19978, 41919, 20295, 19860]",13470
13471,"[29816, 34137, 34097, 14638, 14860]",13471
13472,"[2653, 2038, 2158, 14830, 14845, 14824, 14854, 14822]",13472
13473,"[14917, 27431, 14913, 14918, 19844, 19849, 4807, 42417]",13473
13474,"[50315, 50309, 50332, 50377, 50374, 50662]",13474
13475,"[28704, 50814, 20421, 6650, 35710, 19841, 35704, 19839, 50810, 10118]",13475
13476,"[6771, 42443]",13476
13477,"[32524, 10959, 6735, 1317]",13477
13478,"[30793, 26019, 20180, 6676, 28704, 19841, 6676, 2168, 42412]",13478
13479,"[50282, 19784, 50281, 50279]",13479
13480,"[29739, 14822, 34097, 37816]",13480
13481,"[14862, 14839, 20169, 22665, 14859]",13481
13482,"[30138, 3540, 45044, 9370, 48180, 38609, 34371, 18903, 40482]",13482
13483,"[19863, 14848, 14816, 14823, 42210, 19844]",13483
13484,"[30378, 34098, 13596, 34097, 34137, 34137]",13484
13485,"[50348, 51434, 8621, 21443, 28704]",13485
13486,"[3341, 39158, 33518]",13486
13487,"[43163, 487, 19800, 19800, 4871, 14839, 5966, 22634]",13487
13488,"[50289, 36802, 33851, 8778, 4871, 19816]",13488
13489,"[10692, 14839, 20170, 14840, 14831, 14866, 50982, 2065, 52802, 30234, 20167]",13489
13490,"[28124, 33416, 11615, 49932, 34098]",13490
13491,"[10745, 14864, 30793, 14839, 14840]",13491
13492,"[47300, 2018, 19816, 4871, 19829, 5546, 49697, 12177, 47825, 49695, 47838, 5413]",13492
13493,"[14818, 19819, 14855, 6669, 37817, 14841, 22746]",13493
13494,"[14939, 33518, 22669, 14940, 47897, 14836, 20170, 14860]",13494
13495,"[5785, 2295, 22668, 28471, 14933]",13495
13496,"[33689, 45967, 50239]",13496
13497,"[18592, 46656, 46656, 10727, 19836, 6806, 6616, 6615, 42418, 22687, 6633, 6649, 14810, 20952, 1287, 28859, 14839, 19848]",13497
13498,"[14839, 30793, 14853]",13498
13499,"[30793, 14839, 41916, 2134]",13499
13500,[6743],13500
13501,"[14917, 14819, 14839, 14862, 14863, 14849]",13501
13502,"[6732, 6578, 41916, 37817, 6837, 19837, 6842, 19819, 19848, 6811, 19852, 19856, 19845]",13502
13503,"[4869, 5756, 5912, 5909, 10114, 5879]",13503
13504,"[19828, 38076, 6570, 19822, 42412, 19855, 35713, 6570, 19822, 19852, 19865, 19856, 19818, 38076, 22749]",13504
13505,"[16746, 16745, 15268, 50270]",13505
13506,"[14821, 2278, 14841, 14832, 14864, 22665]",13506
13507,"[11287, 21863, 21947, 14313, 47193, 38368, 15477, 16839, 38722, 3853, 45648, 44785, 49509, 27047, 41797, 41364, 41365, 11012, 30112, 19219, 12219, 32510, 8813, 44198, 15120]",13507
13508,"[50307, 50308, 50308, 21846, 49537, 38578]",13508
13509,[23645],13509
13510,"[50303, 50597, 50314, 50298, 8828, 8829, 51539, 51538, 16791, 23478, 44301, 48169, 31590, 145, 50690, 38612, 33875]",13510
13511,"[36803, 12857, 14652, 26651, 13333, 14781, 40685, 53098, 5566, 29997, 29955, 31628, 26586, 50273, 23876, 50500, 36814, 36806, 50274, 5675, 5663, 7750, 7747]",13511
13512,"[46741, 32407, 36791, 50299, 50600, 50513, 46652, 14392, 38740]",13512
13513,"[36788, 36812]",13513
13514,"[50672, 50345, 50817]",13514
13515,"[25723, 12211, 11158, 11158, 17626, 17626]",13515
13516,"[11931, 43140, 9834, 34126, 34120, 11291, 23876, 40616]",13516
13517,"[48265, 37656, 11821, 19535, 17639, 14472, 38767, 14396, 46659, 51673, 15901, 44628, 26632, 37354, 50295, 22563]",13517
13518,"[2113, 2251, 22319]",13518
13519,"[21940, 13008, 52109, 16095, 12440, 48820, 13465, 48230, 13427, 22339]",13519
13520,"[36238, 28781, 36234, 4396, 3731, 4461, 6024, 16373, 46493, 6077, 1867, 40140, 1868, 34168, 19017, 34168]",13520
13521,"[23722, 2601, 37181, 51625, 30122, 30123, 4559, 4544, 4561, 4543, 4603, 42355, 4533, 36218, 4542]",13521
13522,"[23315, 1409, 4397, 4400, 23315, 1409, 35602, 35602, 35602, 34252, 23315, 1409]",13522
13523,"[19601, 16322, 1205]",13523
13524,[1735],13524
13525,"[34176, 34264, 34221]",13525
13526,"[50051, 6040, 7793]",13526
13527,"[6006, 23308, 23312, 7625, 49110]",13527
13528,"[4329, 2544, 52857, 23313, 52874, 28489]",13528
13529,"[16347, 1183, 19616, 16348, 6032, 16275, 27288, 32531, 32530, 32537, 29054, 6036, 26705, 43327, 49764, 30223, 17647, 13156, 38246, 38125, 11958, 18501, 2967, 12964, 1331, 2599, 1194, 11917, 12260]",13529
13530,"[6077, 1205, 16368, 6040, 2214, 1817, 10934, 1074, 1098, 1116, 943, 1069, 1188, 16264]",13530
13531,"[7411, 7414, 26302]",13531
13532,"[4279, 4324, 4279, 4274, 825, 4243, 4246]",13532
13533,"[10841, 5341, 5402, 33668, 4695, 3130]",13533
13534,[43700],13534
13535,"[4824, 4634, 3595, 19626, 19627, 17298, 6952, 6994, 6992]",13535
13536,"[19545, 12313, 12329, 12356, 19546, 16312, 16197, 6195, 6256, 29442, 1760, 10656, 6256, 5172, 1187, 47580, 29709]",13536
13537,"[4510, 18876, 29107, 4623, 4517]",13537
13538,"[6828, 30156, 6606, 6837, 32672]",13538
13539,"[50605, 36952, 25062, 25082, 12693, 12155, 8057, 36952, 36952]",13539
13540,"[22215, 7148, 36228, 4664, 11738, 12360, 42418, 6828]",13540
13541,"[20774, 1950, 2674, 30656]",13541
13542,"[33104, 29799, 29783, 29799]",13542
13543,"[39731, 16976, 24576, 2289, 32757, 28578, 2151, 39540]",13543
13544,"[48218, 50920, 50921, 33101, 33074]",13544
13545,"[39703, 5784, 30549, 16326, 16255, 30558, 30559, 30578, 3788, 2596, 16246, 33169, 33167, 22526, 39694, 26836, 6002, 6029, 6008, 5873, 5785, 2596, 16246]",13545
13546,"[35700, 16737, 16746]",13546
13547,"[29803, 2292, 33084, 33086, 1994]",13547
13548,"[16188, 5106, 2041, 22533, 19639, 19639, 16188, 2880, 16193, 16193, 5658, 5648]",13548
13549,"[34446, 34446, 39040, 33691, 27042, 16270, 16283, 34447, 16241]",13549
13550,[41878],13550
13551,"[28485, 25828, 1446, 48806]",13551
13552,"[33024, 33025, 33192, 37364, 37952, 26251, 16184]",13552
13553,"[16325, 6637, 5781, 2041, 5969, 19639, 23742, 16325, 19639, 23742, 36182, 51674, 51677, 14469, 14470]",13553
13554,"[6637, 6761, 21689, 39055, 24521, 49059]",13554
13555,"[47166, 47166, 18414, 42345, 4399, 4401, 6040, 6049, 6038, 4400]",13555
13556,"[1446, 28485]",13556
13557,"[35866, 26255, 35816, 12655, 22989, 46082, 51525, 51526, 40688, 46963, 44053, 22038, 36697, 47993, 20200]",13557
13558,"[29831, 29826, 29855, 29855, 29836, 29832, 29855, 29836, 29832, 29826, 29799]",13558
13559,"[42914, 11684, 11680, 32770, 42916, 42914, 42915]",13559
13560,"[29831, 21969, 6648, 6629, 29789, 46578, 37358, 29783, 29826, 29832, 38005, 29835, 29855, 29832, 38005, 29799, 29919, 38004]",13560
13561,[42919],13561
13562,"[5480, 33676, 7020, 42345, 19579, 4398, 35892, 4393]",13562
13563,"[32712, 50712, 16738]",13563
13564,"[48815, 17333, 32743, 33124, 6837, 6647, 5925, 5772, 6899, 5923, 5941, 32075, 6380]",13564
13565,[5139],13565
13566,"[16264, 16241, 1188, 16246, 17276, 17271, 5160, 17285, 16259, 6005]",13566
13567,"[6639, 6848]",13567
13568,"[39691, 5168, 41502, 41504, 41505]",13568
13569,"[34643, 42568, 16254, 3034, 16250, 16360, 2962, 16360, 16254, 16273, 26254, 42568, 6022, 37640, 16180, 49699, 12198, 16353, 16199]",13569
13570,"[6599, 29730, 29732]",13570
13571,"[16241, 896, 35866, 16344]",13571
13572,"[2032, 36113, 16266, 5760, 3033, 3040, 30664, 1180, 1187, 16180, 16205]",13572
13573,"[29794, 6752]",13573
13574,"[16360, 43016, 16327, 4738, 2031, 1328, 1999, 3032]",13574
13575,"[36121, 36122]",13575
13576,"[28680, 28178, 8946, 6365, 6335, 34535, 6337, 6349, 6371, 6346]",13576
13577,"[25701, 42382, 10947, 2211, 10762, 38057, 40117, 34916]",13577
13578,"[7120, 40359]",13578
13579,"[33185, 38037, 39092, 17280, 50257, 32690, 33121, 32831, 29927, 29722, 32830, 50257, 29855, 33018, 15564, 28483]",13579
13580,"[16328, 16219, 5101]",13580
13581,"[4691, 30655, 4293, 6757, 2054, 10975, 7710, 5727, 16373, 39622, 16263, 2017, 2059, 32092]",13581
13582,"[5753, 5773, 5785, 38084, 36063, 36091, 34767, 33093, 36112, 36155]",13582
13583,"[5721, 5903]",13583
13584,"[6733, 6634, 4401, 46484]",13584
13585,"[1281, 1281, 49803, 35785, 39969, 7684, 1281]",13585
13586,"[46375, 24204, 37358, 14402, 38760, 14467, 26098, 1265, 20795, 28846]",13586
13587,"[22936, 22945, 22945, 22936]",13587
13588,"[15774, 37834, 42755, 5456, 46325]",13588
13589,"[15774, 42755, 37834]",13589
13590,"[18099, 6540, 38727, 3558, 11706, 44512, 32502, 3540, 3552, 17729, 46436, 7560, 42749, 42749, 15785, 42749, 42755]",13590
13591,"[48863, 33724, 26982, 23763, 21127, 9187, 21730, 41305, 38378, 20722, 52253, 11204, 52252, 48248, 16772, 53021]",13591
13592,[52041],13592
13593,"[24855, 21520, 46094, 24854, 24853, 24856, 49455, 8929, 52939, 11198, 52879, 16098, 43913]",13593
13594,"[5925, 42379, 1440]",13594
13595,"[38480, 15774, 38481]",13595
13596,"[15764, 15774, 43525, 15770]",13596
13597,"[15770, 43525, 5838, 5862]",13597
13598,[12871],13598
13599,"[17150, 17171]",13599
13600,[22349],13600
13601,"[20652, 40112, 6036, 6034, 20652]",13601
13602,"[11871, 16209, 23693, 19637]",13602
13603,"[4923, 1198, 16274, 16365, 16328]",13603
13604,[22349],13604
13605,"[35380, 24570, 38234]",13605
13606,"[21687, 21688, 21689, 4644, 4631]",13606
13607,"[49057, 35381]",13607
13608,"[38751, 14392, 18592, 17105, 22787, 3039, 2987]",13608
13609,"[1686, 4207, 2408, 43835, 43835, 4182, 1686, 43835, 2436, 7307, 2413, 1663, 1663]",13609
13610,"[1654, 1623, 3433, 2402, 29549, 1556, 2408, 1570, 1663, 10633]",13610
13611,"[29548, 2412, 1623, 2415, 1586]",13611
13612,"[41501, 41499, 41505, 29233, 41504, 41502, 29249, 29249]",13612
13613,"[4900, 6439, 6437, 6452, 4899]",13613
13614,"[14432, 27459, 16379, 16227, 16316, 39106, 39105, 16378, 16379]",13614
13615,"[49041, 38623, 32528]",13615
13616,"[49780, 41504, 41505, 31259, 31259, 31258, 7733]",13616
13617,"[1686, 36214, 4188, 4181, 2436, 1686, 2436, 7307, 2402, 7297, 13303, 7322]",13617
13618,"[1559, 2412, 2412, 1556, 1728, 1665, 6219, 12189]",13618
13619,"[37886, 45457, 36255, 14380]",13619
13620,"[29064, 3793, 3791]",13620
13621,[3387],13621
13622,"[36925, 821, 4719]",13622
13623,"[38249, 1184, 6007, 6032, 1991]",13623
13624,"[47433, 4501]",13624
13625,"[1509, 1526, 6027, 6006, 5036]",13625
13626,"[43462, 28557, 43462, 28557, 28557, 23547, 23557, 1408]",13626
13627,"[16270, 36206]",13627
13628,"[16217, 16317, 2599, 17876, 18950, 16275, 16326]",13628
13629,"[1880, 6179, 6178, 7068, 7179]",13629
13630,"[7392, 7497]",13630
13631,"[16307, 16193, 40145, 40140, 1184]",13631
13632,"[7396, 42428, 7351, 16196]",13632
13633,"[6435, 6932, 7507, 38739, 6106, 43685, 6107, 7507, 4260, 2696, 4987, 637, 616, 46700, 19763, 48480, 46935, 43680, 685, 7507, 11023, 11020]",13633
13634,"[2784, 35076, 46652, 14392, 14404, 49669, 10880]",13634
13635,"[43462, 28557, 28557, 28557]",13635
13636,"[23691, 22204, 4490, 22833, 8896, 7570, 51278, 30854, 6874, 4489, 49135, 49108, 7636, 1582, 1660, 6448, 4191, 4490, 36040, 3147, 19622, 6490]",13636
13637,"[7449, 7358]",13637
13638,"[40298, 3639, 33613, 26059, 14098, 4729, 3894, 46475, 50693, 14416, 14415]",13638
13639,"[1554, 7612]",13639
13640,[15406],13640
13641,"[15406, 50793, 31159, 2028]",13641
13642,"[20307, 35430, 35436, 41176, 1236]",13642
13643,"[20307, 35429, 35436, 41180, 35427, 35416]",13643
13644,"[50771, 1234, 1239, 50789, 50789, 50771, 50788]",13644
13645,"[32991, 34779, 35410, 31113, 35423, 32991, 35410, 35413]",13645
13646,"[50786, 36958, 35750, 50782, 48810, 36636]",13646
13647,"[50783, 39807]",13647
13648,"[35409, 34779, 31113, 35410, 35413, 35409]",13648
13649,"[33183, 33183, 1241, 33183, 25590, 2139]",13649
13650,"[35410, 31113, 34779, 37453, 40581, 23412, 7736, 51593, 7769, 31113, 35410, 34779, 35412]",13650
13651,[4923],13651
13652,"[33751, 33752]",13652
13653,"[35022, 36962, 13483, 9715, 50771]",13653
13654,"[35427, 35436, 35414, 39802, 35414, 39802, 35436, 35427]",13654
13655,"[36947, 36951, 36944, 36948, 36949]",13655
13656,"[36752, 41872]",13656
13657,"[36961, 20309, 36924, 36659, 20309, 36659]",13657
13658,"[35436, 35437, 39074, 35431]",13658
13659,"[20294, 34780, 1236, 50783, 39081, 36768]",13659
13660,"[2189, 48808, 35424, 35427]",13660
13661,[36753],13661
13662,"[39807, 50775, 50783, 50783, 50775, 39808, 39807]",13662
13663,"[50752, 15279]",13663
13664,"[7431, 7436]",13664
13665,"[3555, 43727, 6206, 7159, 7171, 43727, 7030, 6239, 6217, 7155, 7167, 7081, 7172]",13665
13666,"[29582, 29606, 7165, 7155]",13666
13667,"[19595, 19595, 29047, 29081]",13667
13668,"[7481, 29119, 22709, 29110]",13668
13669,"[7512, 29119, 29110, 22709, 7377, 7447, 7334, 7165, 1551]",13669
13670,"[14097, 38053, 29126, 13318, 19085, 19084, 22827, 4819, 4556, 12011, 4517, 48874, 23681, 4351]",13670
13671,"[29174, 13157, 29261, 13169, 40856, 4524, 4635, 4565, 38754]",13671
13672,"[2949, 7431, 18864, 29120, 7435, 7453, 7417, 7167, 7405, 7375, 7329, 7373, 7375, 29105, 11441]",13672
13673,[39306],13673
13674,[3773],13674
13675,[7375],13675
13676,"[6208, 3322, 29439, 43835, 43851, 1554]",13676
13677,"[4485, 23681]",13677
13678,"[16376, 36229]",13678
13679,"[31775, 41469, 4714, 10979, 32102, 6888, 6885, 6881, 6882, 3417, 4036]",13679
13680,"[33676, 1673, 4997, 1670]",13680
13681,"[6014, 6055]",13681
13682,"[16253, 16322, 5614, 3422, 5610]",13682
13683,"[36234, 23675, 23675, 4491, 4440, 4485, 4490, 23681, 4441, 39920]",13683
13684,"[19098, 36700, 37252, 31505, 8997, 37301, 9337, 38120, 45242, 27224, 45476, 37434, 49606, 820, 6870, 48172, 18298, 893, 27136, 35946, 7617, 4523, 4538, 4556, 902, 7361, 7475, 26047, 3254, 4093, 26287, 8565, 35056, 40445, 52964, 17740, 33587]",13684
13685,"[22210, 47426, 28808, 23675, 2365, 3071, 2914, 2959, 7497]",13685
13686,"[9380, 23670, 31507, 36234, 52825, 23683, 47451]",13686
13687,"[5009, 3844, 5068, 3381, 3428, 42400, 36216, 42280]",13687
13688,"[5608, 41469, 294, 41997, 42396, 2480, 49148, 6887, 34932]",13688
13689,"[5604, 5629]",13689
13690,"[4942, 7745, 32333, 20365]",13690
13691,"[2451, 2405, 2433, 2438, 2417, 7296, 2394, 2411, 12081, 16338, 16242, 16251, 16258, 6008, 6025, 6031, 51375, 6027]",13691
13692,"[43602, 4332, 1643, 42341]",13692
13693,"[4986, 29617, 5069]",13693
13694,"[23744, 1521, 2394, 7291, 29595, 2438, 2394, 2400]",13694
13695,"[4980, 4720, 1606, 1608, 2439, 4491, 2394, 7641, 7642, 6932, 4440, 4011]",13695
13696,"[2365, 23691, 23675, 36234, 52825, 23679, 23752, 2908]",13696
13697,"[50907, 9710, 48605, 9250, 12837, 40410, 50352, 23728, 34773, 2947, 30094, 23670, 1491, 15031, 4428, 23686, 23690, 1495, 4421, 1478, 23683, 7570, 3071, 1495]",13697
13698,"[51370, 23699, 51797, 3434, 29, 4874, 3062, 6263, 22708, 6932, 1587, 1672, 3194, 3203, 6932]",13698
13699,"[4419, 23674, 4490, 1494]",13699
13700,"[7362, 23699, 6932, 1498, 8903, 2452, 49148, 7847, 23699, 2795, 23668, 7405, 3336, 51360, 5059, 4206, 2365]",13700
13701,[2165],13701
13702,"[34069, 42890]",13702
13703,"[5009, 49104, 3426, 4062]",13703
13704,"[2394, 28441, 31016, 15997, 29666, 29646, 9968]",13704
13705,"[3828, 3292, 4077, 4092, 11653, 46649, 46650]",13705
13706,"[5501, 5379, 3954, 10888, 45168, 4279, 2689, 2688, 2548, 7479, 38182, 2484, 2478, 2946, 3279, 4036, 16615, 5058, 5060, 5069, 5061, 5076, 5068]",13706
13707,"[11071, 11071, 43600, 4052, 4094]",13707
13708,"[32583, 7358, 1845, 1844, 4718, 4043, 5007, 4204, 3425, 4054, 42366, 42365, 3615, 4043, 3431, 46693, 5626]",13708
13709,"[4159, 4154, 4200]",13709
13710,"[39168, 39170, 18196, 18197, 31003, 10787, 39177, 39171, 6417, 6418, 6419, 6420, 3821, 22528, 51364]",13710
13711,"[4041, 4087, 4062, 4087, 4041, 4062, 4097, 3262, 3228, 4090]",13711
13712,"[40288, 15669, 15683, 4237, 42337, 4162, 45207, 24603, 16416, 39544, 4005, 42337, 4160, 4163]",13712
13713,"[4425, 3381, 4005]",13713
13714,"[4730, 2328, 2689, 41825, 2690]",13714
13715,"[4107, 4108, 29471, 824, 820, 29522, 6218, 36225, 5023, 5024, 4108, 4107, 43767, 4089, 42335, 4107, 21690, 21699, 5023]",13715
13716,[4887],13716
13717,"[21453, 4976, 6116]",13717
13718,"[6102, 6104, 6424, 42437, 6412, 6411, 4097, 4062]",13718
13719,"[4077, 4095, 7563, 1758, 11336, 4207, 4124, 4197, 4205]",13719
13720,"[4031, 4193, 4207, 6416, 26154]",13720
13721,"[43845, 43625, 25956]",13721
13722,"[45918, 42366, 29036, 4974, 34548, 44832, 4183, 49008, 4102, 2717, 3097, 4060, 7616, 26896, 2693, 6438, 30560, 2811, 2815, 41743, 46475, 30790, 44506, 4729, 44509, 21453, 6104, 2717, 4037]",13722
13723,"[47397, 36424, 4229, 4296, 7405, 829, 23346, 43777, 7476, 7450, 3729, 6283, 4188, 4182, 52781, 4071]",13723
13724,"[39154, 39152, 39179, 3895, 3896]",13724
13725,"[43638, 43684, 2697, 2698, 43771, 50044, 52763, 35691]",13725
13726,"[46117, 14769, 12788, 46654, 38739, 14392]",13726
13727,"[41074, 41069, 41072, 41070, 13920, 38792, 17400]",13727
13728,"[41072, 41065, 4894, 41062, 555, 10285, 26678, 8653, 36553, 53281, 36984, 53280, 51670, 51685, 14462, 51687, 14507]",13728
13729,[47794],13729
13730,"[41076, 13922, 13920, 46766, 34919, 8730, 16853, 17805, 24705, 33845, 21855, 12747, 50140, 38585, 8385, 40776, 15356, 34938, 13922, 13920]",13730
13731,"[40324, 29009]",13731
13732,[10277],13732
13733,"[37769, 11880, 40993, 38162, 41103, 36464, 35070, 13922, 13922, 13920, 43378, 28937, 24671, 24696, 12228, 53082, 8701]",13733
13734,"[33918, 40884, 40883, 52877, 21549]",13734
13735,"[9570, 9570, 9570, 27421]",13735
13736,[18070],13736
13737,"[9680, 9684, 41115, 9569]",13737
13738,"[40684, 28191, 46652, 44624, 15341, 49699, 12210, 33438, 41071, 14402, 11283, 49229, 2620, 10749, 2207, 51697, 38773, 51699, 51681]",13738
13739,"[18752, 51436, 37390, 37386, 23138, 43747, 15219, 32509, 52827, 3754, 27412]",13739
13740,"[33740, 28780, 29615, 26289, 29768, 47498, 43545, 43546, 38915, 38905, 1524, 1523]",13740
13741,"[3812, 52307, 42229, 8010, 6506, 23167, 23166, 3787]",13741
13742,"[46222, 23428, 19938, 23289, 51972, 14392, 46652, 38746, 51972, 19938, 3987, 4512, 24867]",13742
13743,"[38600, 18755, 25889, 24935, 6982, 19426, 48536, 13788, 13920, 38739, 16635]",13743
13744,"[39693, 19048, 6143]",13744
13745,"[14469, 51670]",13745
13746,"[15486, 32609, 21486, 21465, 12876, 33320, 38759, 46652, 13788]",13746
13747,"[15406, 50784, 50771, 37110, 11906, 9125, 10637, 30691, 50784, 15406, 4942, 12186]",13747
13748,"[50771, 50781, 50768, 50780, 36962, 50771, 50768, 35414, 35416, 39070, 7755, 50784, 48755, 50783, 50789, 50769, 50771, 50768]",13748
13749,"[35419, 35420, 35436, 35435, 23801, 35438, 50768, 48091, 13337, 50771, 50790, 28520, 27323, 42684, 10984, 35439, 35440, 23801]",13749
13750,"[29127, 30145, 41591, 34497, 46822, 13352, 18301, 33625, 19231, 23525, 50994, 28494, 37385, 24923, 23477, 51499, 17035, 49365, 8478, 15857, 50995, 43888]",13750
13751,"[33460, 15063, 36834, 36835, 36842, 16943]",13751
